example_id,split
10174816,train
10098598,train
10307665,train
10075981,train
10062801,train
10262372,train
10251779,train
10131152,train
10240279,train
10608499,train
10272142,train
10058338,train
10885488,train
10133540,train
10608565,train
10290682,train
10252334,train
10495684,train
10041749,train
10312715,train
10033600,train
10365047,train
10360278,train
10114216,train
10209712,train
10670694,train
10252291,train
10172036,train
10420948,train
10155990,train
10431164,train
10335764,train
10299600,train
10885133,train
10208218,train
10746836,train
10142871,train
10265095,train
10735396,train
10453420,train
10163874,train
10285461,train
10279098,train
10214809,train
10459640,train
10498488,train
10156357,train
10184162,train
10360793,train
10366929,train
10085209,train
10198319,train
10092395,train
10373425,train
10024364,train
10434506,train
10276294,train
10214268,train
10012427,train
10274689,train
10085208,train
10190343,train
10391035,train
10658064,train
10103211,train
10174659,train
10160604,train
10452550,train
10239439,train
10236386,train
10739942,train
10292777,train
10021743,train
10635460,train
10395786,train
10331367,train
10124045,train
10302960,train
10302192,train
10251585,train
10322064,train
10368660,train
10116238,train
10240249,train
10320430,train
10693439,train
10223952,train
10251569,train
10259746,train
10722230,train
10797801,train
10031936,train
10114527,train
10504482,train
10299551,train
10323755,train
10125986,train
10259139,train
10844132,train
10373294,train
10253213,train
10430629,train
10269929,train
10312009,train
10275153,train
10049657,train
10379399,train
10709974,train
10201613,train
10308466,train
10236751,train
10325442,train
10154237,train
10308226,train
10580271,train
10361118,train
10278052,train
10482466,train
10111888,train
10583167,train
10256594,train
10197372,train
10405131,train
10261539,train
10269718,train
10407963,train
10288677,train
10608504,train
10005536,train
10715580,train
10228006,train
10877829,train
10175157,train
10115483,train
10630782,train
10148114,train
10150515,train
10254110,train
10046129,train
10227254,train
10188549,train
10321356,train
10308429,train
10111074,train
10359716,train
10043742,train
10073431,train
10112913,train
10263792,train
10217258,train
10175047,train
10043402,train
10364134,train
10064457,train
10354596,train
10163343,train
10177257,train
10212419,train
10817134,train
10041491,train
10261080,train
10309191,train
10527983,train
10267003,train
10367135,train
10293737,train
10810185,train
10298589,train
10340564,train
10319192,train
10357085,train
10712798,train
10411082,train
10242539,train
10273608,train
10508029,train
10803941,train
10191715,train
10279249,train
10147896,train
10275073,train
10386290,train
10089405,train
10649219,train
10294549,train
10123408,train
10036681,train
10071153,train
10310911,train
10231742,train
10655138,train
10624667,train
10086865,train
10318678,train
10250193,train
10234656,train
10489759,train
10458540,train
10343789,train
10305953,train
10243319,train
10287849,train
10338089,train
10858400,train
10301581,train
10305856,train
10327179,train
10178833,train
10147797,train
10642250,train
10170455,train
10561587,train
10283836,train
10185577,train
10319963,train
10330725,train
10252808,train
10378718,train
10351889,train
10224684,train
10855221,train
10141611,train
10183293,train
10190307,train
10202135,train
10747092,train
10290229,train
10289664,train
10744440,train
10215972,train
10216182,train
10268861,train
10207050,train
10678118,train
10831430,train
10566119,train
10273232,train
10026448,train
10700122,train
10333853,train
10749633,train
10267621,train
10317446,train
10089280,train
10249488,train
10322539,train
10325873,train
10763293,train
10311893,train
10134557,train
10272369,train
10201880,train
10761771,train
10287796,train
10270374,train
10214733,train
10309790,train
10658691,train
10024424,train
10713896,train
10438842,train
10112886,train
10302202,train
10170630,train
10167402,train
10303460,train
10637751,train
10033750,train
10326253,train
10007328,train
10176912,train
10324876,train
10685023,train
10628532,train
10161218,train
10485470,train
10739453,train
10171954,train
10708577,train
10301739,train
10579550,train
10221491,train
10121032,train
10208998,train
10619691,train
10067259,train
10006977,train
10253104,train
10087556,train
10696484,train
10010461,train
10266572,train
10065535,train
10054125,train
10791392,train
10185051,train
10291801,train
10365859,train
10046020,train
10796980,train
10516919,train
10784285,train
10354911,train
10350379,train
10180413,train
10254957,train
10316904,train
10727119,train
10261580,train
10366425,train
10232116,train
10307769,train
10319257,train
10493640,train
10279308,train
10275491,train
10038180,train
10352803,train
10675576,train
10170865,train
10212801,train
10314717,train
10321631,train
10892684,train
10424916,train
10412230,train
10796051,train
10326680,train
10338678,train
10402936,train
10483769,train
10009024,train
10287846,train
10278006,train
10832250,train
10181523,train
10180527,train
10142837,train
10143987,train
10235581,train
10311813,train
10154053,train
10357202,train
10138679,train
10236055,train
10324337,train
10549964,train
10781994,train
10300596,train
10319716,train
10581894,train
10301168,train
10138399,train
10281767,train
10285849,train
10283764,train
10016678,train
10363246,train
10269764,train
10325426,train
10395962,train
10009487,train
10201906,train
10425718,train
10279795,train
10297451,train
10235256,train
10698241,train
10228599,train
10167417,train
10145297,train
10247421,train
10274038,train
10048576,train
10342589,train
10853849,train
10300811,train
10014855,train
10776263,train
10258485,train
10275722,train
10088841,train
10165301,train
10031858,train
10301480,train
10089522,train
10179018,train
10438467,train
10216130,train
10366797,train
10116916,train
10014676,train
10201055,train
10192245,train
10229365,train
10022765,train
10009543,train
10132646,train
10356713,train
10148028,train
10746283,train
10235944,train
10758597,train
10162006,train
10127860,train
10276079,train
10299461,train
10326431,train
10464257,train
10260096,train
10238988,train
10790671,train
10731843,train
10268717,train
10211797,train
10327315,train
10844242,train
10291642,train
10633686,train
10302502,train
10280162,train
10099008,train
10309180,train
10735536,train
10026624,train
10287625,train
10165706,train
10385345,train
10227913,train
10485583,train
10856410,train
10343579,train
10080552,train
10044673,train
10110161,train
10749532,train
10489521,train
10314735,train
10317210,train
10309438,train
10042920,train
10081747,train
10242863,train
10221248,train
10386396,train
10276701,train
10607266,train
10342722,train
10291839,train
10314181,train
10658530,train
10047967,train
10305861,train
10222589,train
10103102,train
10312069,train
10245906,train
10354589,train
10722501,train
10424117,train
10443740,train
10800675,train
10797250,train
10186799,train
10349852,train
10344474,train
10295897,train
10207504,train
10162702,train
10388654,train
10476570,train
10787032,train
10262699,train
10758248,train
10731386,train
10062406,train
10205995,train
10100196,train
10115296,train
10020619,train
10300539,train
10652768,train
10243192,train
10308677,train
10054026,train
10264568,train
10469897,train
10418040,train
10022169,train
10205248,train
10333899,train
10127846,train
10207338,train
10254034,train
10332452,train
10273059,train
10359262,train
10152312,train
10013460,train
10846756,train
10246020,train
10185504,train
10269659,train
10251083,train
10120264,train
10805442,train
10024588,train
10296372,train
10112819,train
10410723,train
10272415,train
10155878,train
10333903,train
10247076,train
10400984,train
10260645,train
10299613,train
10323044,train
10099150,train
10358876,train
10120528,train
10357181,train
10098685,train
10409492,train
10678949,train
10728501,train
10743738,train
10328616,train
10203705,train
10432398,train
10322885,train
10792235,train
10275113,train
10320991,train
10303775,train
10302906,train
10663154,train
10659542,train
10515944,train
10858576,train
10125612,train
10358517,train
10715395,train
10617742,train
10214037,train
10342628,train
10415870,train
10652929,train
10851502,train
10220381,train
10698621,train
10035834,train
10451568,train
10333122,train
10240368,train
10330101,train
10095872,train
10016806,train
10377761,train
10364130,train
10376410,train
10391344,train
10252782,train
10161079,train
10136743,train
10356262,train
10330955,train
10433776,train
10304823,train
10781054,train
10656651,train
10234181,train
10776143,train
10687129,train
10202213,train
10041175,train
10024225,train
10174679,train
10272974,train
10085438,train
10244993,train
10047260,train
10854361,train
10087469,train
10469528,train
10285776,train
10698671,train
10188742,train
10268740,train
10264160,train
10444147,train
10200306,train
10284638,train
10211488,train
10008320,train
10740155,train
10028211,train
10139885,train
10739400,train
10274714,train
10276028,train
10071105,train
10286582,train
10051183,train
10278926,train
10283139,train
10263602,train
10079479,train
10236535,train
10811814,train
10117415,train
10261504,train
10183300,train
10024674,train
10206245,train
10187455,train
10165250,train
10251081,train
10727685,train
10691035,train
10241262,train
10342648,train
10322457,train
10659295,train
10852486,train
10704015,train
10337734,train
10139071,train
10283288,train
10400882,train
10284738,train
10203295,train
10601842,train
10026913,train
10075507,train
10168151,train
10319938,train
10337697,train
10747259,train
10109108,train
10244117,train
10362785,train
10316706,train
10298891,train
10320844,train
10066989,train
10486418,train
10407435,train
10164329,train
10264651,train
10264312,train
10637385,train
10414704,train
10693086,train
10015332,train
10037162,train
10289439,train
10163114,train
10744871,train
10330767,train
10053788,train
10345604,train
10163537,train
10358443,train
10285516,train
10298938,train
10093159,train
10568265,train
10130160,train
10227373,train
10230301,train
10749657,train
10368458,train
10316278,train
10340494,train
10491971,train
10230761,train
10003961,train
10007132,train
10323565,train
10870748,train
10400458,train
10271480,train
10216479,train
10742613,train
10312212,train
10564403,train
10321265,train
10340835,train
10359760,train
10392337,train
10317884,train
10812401,train
10352390,train
10540800,train
10314640,train
10766619,train
10324758,train
10313515,train
10138459,train
10329082,train
10122078,train
10374664,train
10063352,train
10634466,train
10094317,train
10224776,train
10356192,train
10176219,train
10308783,train
10265439,train
10841074,train
10350343,train
10131830,train
10317411,train
10307848,train
10834660,train
10692933,train
10289865,train
10327593,train
10303939,train
10302069,train
10006773,train
10412723,train
10040701,train
10252615,train
10235991,train
10285075,train
10174382,train
10293983,train
10260190,train
10006955,train
10295694,train
10199946,train
10199694,train
10259527,train
10234497,train
10210040,train
10476518,train
10269261,train
10124467,train
10414584,train
10102056,train
10331499,train
10864469,train
10237561,train
10126867,train
10353467,train
10066117,train
10162977,train
10001003,train
10236007,train
10603627,train
10065105,train
10559056,train
10251246,train
10329927,train
10255739,train
10281327,train
10199941,train
10175144,train
10045489,train
10220979,train
10045523,train
10287344,train
10367729,train
10290707,train
10467166,train
10209369,train
10846851,train
10256634,train
10446384,train
10071791,train
10048796,train
10003940,train
10257794,train
10663276,train
10325100,train
10092940,train
10097908,train
10717789,train
10357807,train
10694829,train
10053204,train
10418105,train
10061533,train
10145817,train
10493003,train
10545278,train
10139983,train
10004256,train
10607173,train
10278593,train
10175623,train
10196871,train
10319092,train
10048651,train
10698586,train
10275926,train
10303850,train
10128186,train
10545097,train
10196590,train
10392561,train
10350498,train
10880605,train
10235387,train
10000832,train
10892263,train
10226784,train
10146044,train
10305142,train
10541621,train
10157198,train
10853856,train
10183380,train
10748993,train
10023928,train
10301961,train
10657138,train
10463060,train
10471336,train
10290023,train
10161960,train
10814568,train
10041293,train
10274249,train
10275983,train
10282850,train
10244236,train
10147545,train
10228887,train
10348228,train
10057614,train
10818265,train
10206501,train
10007988,train
10347296,train
10663648,train
10339282,train
10321787,train
10323312,train
10257472,train
10785119,train
10756418,train
10283054,train
10257462,train
10339280,train
10100645,train
10113823,train
10604062,train
10033619,train
10204611,train
10098658,train
10696523,train
10219689,train
10352898,train
10245307,train
10119634,train
10254767,train
10076483,train
10337514,train
10119214,train
10156534,train
10219397,train
10221480,train
10355284,train
10232266,train
10046677,train
10668558,train
10229378,train
10230590,train
10241459,train
10050467,train
10746932,train
10234527,train
10271240,train
10298833,train
10319528,train
10415588,train
10203053,train
10395993,train
10285477,train
10672013,train
10216849,train
10063700,train
10271723,train
10307074,train
10751673,train
10341779,train
10029209,train
10728820,train
10041214,train
10351610,train
10257402,train
10796299,train
10642424,train
10391184,train
10074543,train
10189476,train
10729837,train
10310615,train
10268298,train
10531622,train
10089449,train
10007957,train
10242609,train
10534376,train
10208054,train
10074405,train
10431043,train
10332406,train
10295503,train
10320588,train
10181962,train
10750296,train
10052408,train
10304422,train
10136635,train
10232897,train
10241740,train
10100783,train
10252333,train
10032491,train
10620062,train
10306952,train
10547528,train
10243054,train
10292059,train
10316256,train
10697016,train
10733881,train
10313851,train
10242590,train
10042832,train
10182517,train
10587518,train
10336002,train
10170636,train
10344511,train
10267950,train
10842269,train
10311930,train
10230033,train
10455012,train
10242043,train
10766421,train
10235034,train
10471721,train
10164597,train
10041940,train
10269642,train
10131890,train
10183634,train
10553689,train
10133497,train
10251227,train
10107037,train
10286786,train
10312166,train
10055584,train
10132504,train
10367738,train
10317573,train
10446538,train
10278453,train
10286016,train
10281167,train
10279052,train
10041640,train
10158410,train
10174672,train
10874215,train
10191398,train
10188731,train
10179565,train
10177416,train
10169003,train
10005291,train
10358563,train
10078571,train
10307449,train
10244970,train
10811609,train
10191229,train
10003407,train
10524178,train
10232379,train
10579421,train
10299631,train
10244954,train
10257198,train
10551945,train
10009974,train
10689653,train
10127676,train
10648318,train
10849488,train
10375100,train
10219090,train
10705232,train
10824149,train
10261841,train
10321348,train
10268297,train
10076594,train
10293777,train
10197015,train
10275432,train
10648059,train
10121796,train
10245749,train
10244046,train
10320927,train
10039283,train
10751884,train
10309738,train
10843507,train
10891677,train
10161229,train
10371730,train
10017000,train
10297637,train
10429448,train
10035994,train
10125221,train
10292042,train
10534184,train
10275186,train
10217192,train
10162043,train
10107270,train
10800667,train
10635799,train
10115809,test
10729578,test
10603375,test
10608429,test
10372549,test
10267016,test
10122235,test
10193244,test
10140791,test
10163406,test
10248751,test
10486526,test
10346047,test
10175066,test
10049529,test
10754275,test
10112308,test
10298131,test
10151741,test
10311751,test
10563745,test
10258108,test
10028315,test
10246370,test
10307667,test
10165305,test
10488713,test
10264141,test
10395084,test
10331181,test
10070589,test
10268375,test
10073358,test
10424767,test
10464066,test
10840443,test
10411906,test
10642483,test
10787421,test
10280623,test
10290764,test
10311745,test
10137923,test
10258207,test
10138903,test
10209025,test
10032827,test
10365842,test
10772095,test
10297723,test
10035922,test
10048311,test
10349422,test
10890160,test
10431177,test
10684080,test
10155943,test
10266492,test
10042235,test
10810089,test
10275183,test
10433592,test
10299275,test
10206718,test
10708561,test
10329555,test
10259579,test
10651497,test
10240897,test
10096931,test
10299491,test
10198861,test
10356623,test
10364270,test
10216174,test
10043704,test
10886878,test
10215045,test
10824397,test
10279536,test
10479239,test
10678228,test
10112233,test
10462427,test
10702545,test
10228448,test
10240507,test
10474698,test
10819429,test
10295273,test
10305098,test
10466748,test
10375956,test
10711293,test
10342011,test
10267630,test
10081187,test
10345523,test
10387023,test
10847204,test
10004115,test
10118153,test
10033729,test
10171899,test
10116672,test
10049143,test
10170874,test
10188926,test
10242600,test
10315712,test
10689699,test
10174602,test
10024025,test
10300079,test
10210158,test
10132692,test
10348756,test
10072190,test
10271206,test
10103346,test
10198434,test
10318379,test
10148821,test
10297019,test
10854229,test
10222983,test
10703642,test
10065223,test
10272596,test
10321304,test
10219395,test
10292473,test
10398436,test
10148432,test
10419241,test
10191761,test
10214226,test
10279923,test
10352551,test
10128565,test
10100659,test
10665419,test
10042927,test
10070641,test
10659670,test
10283277,test
10633521,test
10328586,test
10457195,test
10416565,test
10317985,test
10293734,test
10333432,test
10717549,test
10165149,test
10456217,test
10145201,test
10214049,test
10230398,test
10300649,test
10266813,test
10202875,test
10851766,test
10286055,test
10296931,test
10778721,test
10318691,test
10027169,test
10134898,test
10336070,test
10336204,test
10259643,test
10355048,test
10882444,test
10236913,test
10163223,test
10386213,test
10184970,test
10751314,test
10023161,test
10019833,test
10235744,test
10413267,test
10319193,test
10260506,test
10305286,test
10185063,test
10767415,test
10841491,test
10261672,test
10337417,test
10246651,test
10468586,test
10811952,test
10182674,test
10349221,test
10240019,test
10150763,test
10488268,test
10469303,test
10332456,test
10104022,test
10231641,test
10733222,test
10247675,test
10580298,test
10055575,test
10036695,test
10131557,test
10690905,test
10692346,test
10275725,test
10289145,test
10273089,test
10285550,test
10156677,test
10023958,test
10297249,test
10562545,test
10217706,test
10616871,test
10116945,test
10301927,test
10509497,test
10158184,test
10818189,test
10715837,test
10050725,test
10295408,test
10023144,test
10306251,test
10311752,test
10791831,test
10448091,test
10741121,test
10335101,test
10179615,test
10738438,test
10286547,test
10633229,test
10120689,test
10121767,test
10286156,test
10145590,test
10109461,test
10361330,test
10267576,test
10134031,test
10350473,test
10190180,test
10027711,test
10328334,test
10332933,test
10215298,test
10178524,test
10326101,test
10279380,test
10303546,test
10333151,test
10250766,test
10271527,test
10264219,test
10270922,test
10489208,test
10243207,test
10250045,test
10664317,test
10261150,test
10059278,test
10238733,test
10273975,test
10734728,test
10189787,test
10791974,test
10305541,test
10202894,test
10204313,test
10306241,test
10263119,test
10093609,test
10865824,test
10048087,test
10264556,test
10269480,test
10316304,test
10184294,test
10003735,test
10337309,test
10352594,test
10831387,test
10157100,test
10713643,test
10103930,test
10198557,test
10469477,test
10291386,test
10345784,test
10230094,test
10333333,test
10165591,test
10162960,test
10261332,test
10373895,test
10101176,test
10406594,test
10236622,test
10330793,test
10828633,test
10128151,test
10461991,test
10221293,test
10347732,test
10831293,test
10352642,test
10360126,test
10330685,test
10296551,test
10643441,test
10007030,test
10045220,test
10308048,test
10299881,test
10656806,test
10079035,test
10241914,test
10281547,test
10020232,test
10244318,test
10359717,test
10400522,test
10292931,test
10479942,test
10080668,test
10355873,test
10231244,test
10291034,test
10191272,test
10358802,test
10380939,test
10264502,test
10019694,test
10100121,test
10123268,test
10332602,test
10311921,test
10339855,test
10592510,test
10298117,test
10058329,test
10343734,test
10085071,test
10168663,test
10004156,test
10208382,test
10318592,test
10043643,test
10035761,test
10273856,test
10303716,test
10411864,test
10133506,test
10042650,test
10368724,test
10406885,test
10274372,test
10358771,test
10191220,test
10363497,test
10172348,test
10234224,test
10137974,test
10289915,test
10263029,test
10321571,test
10235758,test
10582828,test
10247695,test
10278610,test
10297732,test
10246331,test
10425421,test
10292033,test
10113063,test
10783584,test
10360298,test
10122381,test
10192483,test
10121865,test
10192306,test
10278785,test
10326616,test
10078738,test
10343611,test
10264736,test
10134552,test
10361933,test
10382185,test
10041426,test
10312349,test
10859716,test
10143757,test
10758583,test
10117211,test
10750992,test
10224619,test
10825034,test
10545171,test
10806712,test
10355967,dev
10291187,dev
10190825,dev
10178885,dev
10728617,dev
10292397,dev
10732489,dev
10194586,dev
10467781,dev
10116037,dev
10145336,dev
10281301,dev
10254891,dev
10391909,dev
10268876,dev
10853857,dev
10309367,dev
10254826,dev
10712947,dev
10849200,dev
10273695,dev
10140153,dev
10045298,dev
10619625,dev
10362285,dev
10059293,dev
10705954,dev
10844152,dev
10170442,dev
10172720,dev
10537083,dev
10818144,dev
10127534,dev
10877458,dev
10128630,dev
10304360,dev
10226227,dev
10276868,dev
10798231,dev
10779387,dev
10177267,dev
10459097,dev
10012472,dev
10206474,dev
10734395,dev
10189414,dev
10218010,dev
10330302,dev
10359658,dev
10124083,dev
10331347,dev
10707308,dev
10403196,dev
10424463,dev
10567645,dev
10339454,dev
10871104,dev
10092449,dev
10569463,dev
10869808,dev
10417570,dev
10339654,dev
10260069,dev
10293005,dev
10208705,dev
10328793,dev
10650224,dev
10300802,dev
10847160,dev
10420275,dev
10156916,dev
10113334,dev
10339634,dev
10048194,dev
10145665,dev
10265030,dev
10855293,dev
10837201,dev
10157273,dev
10260622,dev
10167487,dev
10691361,dev
10647943,dev
10136558,dev
10195026,dev
10215791,dev
10214315,dev
10468095,dev
10872629,dev
10417646,dev
10090643,dev
10298230,dev
10302251,dev
10363088,dev
10577539,dev
10306008,dev
10222042,dev
10318738,dev
10091046,dev
10311000,dev
10317912,dev
10199597,dev
10276774,dev
10346624,dev
10052119,dev
10069320,dev
10362641,dev
10179516,dev
10247482,dev
10172419,dev
10741924,dev
10204965,dev
10666036,dev
10188264,dev
10096383,dev
10185796,dev
10011119,dev
10085369,dev
10602322,dev
10465027,dev
10140008,dev
10411703,dev
10318527,dev
10280461,dev
10141551,dev
10071305,dev
10172804,dev
10207261,dev
10313583,dev
10799436,dev
10251446,dev
10361775,dev
10171923,dev
10443769,dev
10120333,dev
10707180,dev
10195244,dev
10301622,dev
10123471,dev
10335063,dev
10868383,dev
10175834,dev
10158716,dev
10357989,dev
10172188,dev
10648766,dev
10306767,dev
10743718,dev
10269408,dev
10128558,dev
10605805,dev
10584591,dev
10278121,dev
10250292,dev
10273052,dev
10174441,dev
10153044,dev
10020400,dev
10301258,dev
10237819,dev
10354398,dev
10198268,dev
10582738,dev
10827480,dev
10338661,dev
10689021,dev
10164091,dev
10293386,dev
10372947,dev
10237725,dev
10140810,dev
10295511,dev
10302148,dev
10034892,dev
10275408,dev
10063003,dev
10268878,dev
10179232,dev
10283324,dev
10357802,dev
10306526,dev
10653868,dev
10233825,dev
10167820,dev
10320025,dev
10676230,dev
10248079,dev
10473083,dev
10380452,dev
10519546,dev
10464598,dev
10006122,dev
10832619,dev
10236292,dev
10356493,dev
10109679,dev
10187625,dev
10216138,dev
10260373,dev
10653927,dev
10277985,dev
10876416,dev
10312337,dev
